year (AD),age (BP),accumulation (gcm-2a-1),depth_top_m (m),thicnkess_m (m)
-62724,64674,0.089,2523.4,0.005
-62828,64778,0.102,2523.95,0.006
-62919,64869,0.085,2524.5,0.005
-63028,64978,0.081,2525.05,0.005
-63143,65093,0.081,2525.6,0.005
-63258,65208,0.083,2526.15,0.005
-63370,65320,0.097,2526.7,0.006
-63467,65417,0.089,2527.25,0.005
-63573,65523,0.094,2527.8,0.006
-63672,65622,0.083,2528.35,0.005
-63785,65735,0.085,2528.9,0.005
-63896,65846,0.074,2529.45,0.004
-64023,65973,0.092,2530,0.005
-64126,66076,0.092,2530.55,0.005
-64229,66179,0.1,2531.1,0.006
-64323,66273,0.098,2531.65,0.006
-64420,66370,0.097,2532.2,0.006
-64518,66468,0.082,2532.75,0.005
-64635,66585,0.09,2533.3,0.005
-64741,66691,0.098,2533.85,0.006
-64838,66788,0.119,2534.4,0.007
-64919,66869,0.147,2534.95,0.008
-64984,66934,0.171,2535.5,0.01
-65040,66990,0.138,2536.05,0.008
-65110,67060,0.085,2536.6,0.005
-65223,67173,0.086,2537.15,0.005
-65335,67285,0.083,2537.7,0.005
-65452,67402,0.069,2538.25,0.004
-65592,67542,0.09,2538.8,0.005
-65700,67650,0.089,2539.35,0.005
-65809,67759,0.113,2539.9,0.006
-65895,67845,0.119,2540.45,0.007
-65977,67927,0.111,2541,0.006
-66066,68016,0.14,2541.55,0.008
-66135,68085,0.129,2542.1,0.007
-66212,68162,0.129,2542.65,0.007
-66287,68237,0.161,2543.2,0.009
-66349,68299,0.157,2543.75,0.009
-66411,68361,0.164,2544.3,0.009
-66471,68421,0.161,2544.85,0.009
-66533,68483,0.164,2545.4,0.009
-66593,68543,0.164,2545.95,0.009
-66654,68604,0.162,2546.5,0.009
-66715,68665,0.174,2547.05,0.01
-66772,68722,0.159,2547.6,0.009
-66835,68785,0.178,2548.15,0.01
-66891,68841,0.169,2548.7,0.009
-66950,68900,0.174,2549.25,0.01
-67008,68958,0.211,2549.8,0.012
-67055,69005,0.167,2550.35,0.009
-67115,69065,0.183,2550.9,0.01
-67170,69120,0.175,2551.45,0.01
-67228,69178,0.188,2552,0.01
-67282,69232,0.201,2552.55,0.011
-67332,69282,0.191,2553.1,0.01
-67386,69336,0.193,2553.65,0.011
-67438,69388,0.194,2554.2,0.011
-67491,69441,0.204,2554.75,0.011
-67541,69491,0.208,2555.3,0.011
-67590,69540,0.196,2555.85,0.011
-67642,69592,0.215,2556.4,0.011
-67690,69640,0.207,2556.95,0.011
-67739,69689,0.179,2557.5,0.01
-67797,69747,0.082,2558.05,0.004
-67923,69873,0.068,2558.6,0.004
-68076,70026,0.073,2559.15,0.004
-68218,70168,0.065,2559.7,0.003
-68377,70327,0.071,2560.25,0.004
-68524,70474,0.064,2560.8,0.003
-68686,70636,0.077,2561.35,0.004
-68821,70771,0.061,2561.9,0.003
-68993,70943,0.072,2562.45,0.004
-69140,71090,0.067,2563,0.004
-69296,71246,0.069,2563.55,0.004
-69448,71398,0.068,2564.1,0.004
-69604,71554,0.103,2564.65,0.005
-69706,71656,0.123,2565.2,0.006
-69792,71742,0.163,2565.75,0.008
-69857,71807,0.138,2566.3,0.007
-69934,71884,0.143,2566.85,0.007
-70008,71958,0.139,2567.4,0.007
-70085,72035,0.15,2567.95,0.008
-70156,72106,0.147,2568.5,0.008
-70229,72179,0.155,2569.05,0.008
-70297,72247,0.161,2569.6,0.008
-70364,72314,0.15,2570.15,0.008
-70436,72386,0.165,2570.7,0.008
-70501,72451,0.166,2571.25,0.008
-70566,72516,0.161,2571.8,0.008
-70632,72582,0.172,2572.35,0.009
-70695,72645,0.165,2572.9,0.008
-70761,72711,0.164,2573.45,0.008
-70827,72777,0.168,2574,0.008
-70892,72842,0.176,2574.55,0.009
-70954,72904,0.168,2575.1,0.008
-71019,72969,0.17,2575.65,0.009
-71083,73033,0.185,2576.2,0.009
-71142,73092,0.192,2576.75,0.01
-71199,73149,0.176,2577.3,0.009
-71262,73212,0.182,2577.85,0.009
-71322,73272,0.186,2578.4,0.009
-71382,73332,0.177,2578.95,0.009
-71444,73394,0.19,2579.5,0.009
-71502,73452,0.18,2580.05,0.009
-71564,73514,0.187,2580.6,0.009
-71623,73573,0.185,2581.15,0.009
-71683,73633,0.205,2581.7,0.01
-71738,73688,0.189,2582.25,0.009
-71797,73747,0.195,2582.8,0.01
-71854,73804,0.181,2583.35,0.009
-71916,73866,0.208,2583.9,0.01
-71970,73920,0.217,2584.45,0.011
-72022,73972,0.188,2585,0.009
-72082,74032,0.093,2585.55,0.005
-72203,74153,0.087,2586.1,0.004
-72333,74283,0.09,2586.65,0.004
-72459,74409,0.086,2587.2,0.004
-72591,74541,0.069,2587.75,0.003
-72755,74705,0.08,2588.3,0.004
-72897,74847,0.073,2588.85,0.004
-73053,75003,0.085,2589.4,0.004
-73188,75138,0.074,2589.95,0.004
-73342,75292,0.095,2590.5,0.005
-73464,75414,0.112,2591.05,0.005
-73567,75517,0.131,2591.6,0.006
-73655,75605,0.146,2592.15,0.007
-73734,75684,0.161,2592.7,0.008
-73806,75756,0.167,2593.25,0.008
-73875,75825,0.135,2593.8,0.006
-73962,75912,0.126,2594.35,0.006
-74054,76004,0.131,2594.9,0.006
-74143,76093,0.127,2595.45,0.006
-74235,76185,0.147,2596,0.007
-74315,76265,0.143,2596.55,0.007
-74397,76347,0.142,2597.1,0.007
-74480,76430,0.148,2597.65,0.007
-74559,76509,0.152,2598.2,0.007
-74637,76587,0.168,2598.75,0.008
-74707,76657,0.171,2599.3,0.008
-74777,76727,0.165,2599.85,0.008
-74848,76798,0.17,2600.4,0.008
-74918,76868,0.147,2600.95,0.007
-74999,76949,0.162,2601.5,0.007
-75073,77023,0.174,2602.05,0.008
-75142,77092,0.144,2602.6,0.007
-75224,77174,0.129,2603.15,0.006
-75318,77268,0.139,2603.7,0.006
-75404,77354,0.144,2604.25,0.007
-75488,77438,0.143,2604.8,0.007
-75572,77522,0.141,2605.35,0.006
-75658,77608,0.149,2605.9,0.007
-75740,77690,0.155,2606.45,0.007
-75818,77768,0.159,2607,0.007
-75895,77845,0.157,2607.55,0.007
-75972,77922,0.155,2608.1,0.007
-76051,78001,0.158,2608.65,0.007
-76128,78078,0.155,2609.2,0.007
-76207,78157,0.155,2609.75,0.007
-76286,78236,0.169,2610.3,0.008
-76359,78309,0.149,2610.85,0.007
-76442,78392,0.162,2611.4,0.007
-76518,78468,0.179,2611.95,0.008
-76587,78537,0.181,2612.5,0.008
-76655,78605,0.176,2613.05,0.008
-76726,78676,0.17,2613.6,0.008
-76799,78749,0.173,2614.15,0.008
-76871,78821,0.175,2614.7,0.008
-76943,78893,0.172,2615.25,0.008
-77015,78965,0.179,2615.8,0.008
-77085,79035,0.17,2616.35,0.007
-77159,79109,0.178,2616.9,0.008
-77230,79180,0.181,2617.45,0.008
-77300,79250,0.189,2618,0.008
-77366,79316,0.18,2618.55,0.008
-77437,79387,0.184,2619.1,0.008
-77506,79456,0.184,2619.65,0.008
-77575,79525,0.195,2620.2,0.008
-77640,79590,0.183,2620.75,0.008
-77710,79660,0.195,2621.3,0.008
-77776,79726,0.188,2621.85,0.008
-77844,79794,0.19,2622.4,0.008
-77912,79862,0.189,2622.95,0.008
-77980,79930,0.183,2623.5,0.008
-78051,80001,0.188,2624.05,0.008
-78120,80070,0.196,2624.6,0.008
-78186,80136,0.186,2625.15,0.008
-78256,80206,0.188,2625.7,0.008
-78325,80275,0.183,2626.25,0.008
-78396,80346,0.176,2626.8,0.007
-78470,80420,0.175,2627.35,0.007
-78545,80495,0.189,2627.9,0.008
-78614,80564,0.192,2628.45,0.008
-78683,80633,0.188,2629,0.008
-78753,80703,0.193,2629.55,0.008
-78821,80771,0.199,2630.1,0.008
-78888,80838,0.19,2630.65,0.008
-78957,80907,0.192,2631.2,0.008
-79026,80976,0.185,2631.75,0.008
-79098,81048,0.184,2632.3,0.008
-79171,81121,0.198,2632.85,0.008
-79238,81188,0.209,2633.4,0.009
-79302,81252,0.206,2633.95,0.008
-79367,81317,0.197,2634.5,0.008
-79435,81385,0.185,2635.05,0.008
-79508,81458,0.193,2635.6,0.008
-79578,81528,0.188,2636.15,0.008
-79650,81600,0.192,2636.7,0.008
-79720,81670,0.198,2637.25,0.008
-79789,81739,0.208,2637.8,0.008
-79854,81804,0.209,2638.35,0.008
-79919,81869,0.207,2638.9,0.008
-79985,81935,0.212,2639.45,0.009
-80050,82000,0.204,2640,0.008
-80117,82067,0.201,2640.55,0.008
-80186,82136,0.2,2641.1,0.008
-80254,82204,0.211,2641.65,0.008
-80320,82270,0.211,2642.2,0.008
-80385,82335,0.208,2642.75,0.008
-80452,82402,0.199,2643.3,0.008
-80522,82472,0.197,2643.85,0.008
-80593,82543,0.201,2644.4,0.008
-80662,82612,0.201,2644.95,0.008
-80731,82681,0.215,2645.5,0.008
-80797,82747,0.209,2646.05,0.008
-80864,82814,0.215,2646.6,0.008
-80929,82879,0.223,2647.15,0.009
-80992,82942,0.222,2647.7,0.009
-81056,83006,0.213,2648.25,0.008
-81122,83072,0.143,2648.8,0.006
-81222,83172,0.152,2649.35,0.006
-81315,83265,0.185,2649.9,0.007
-81392,83342,0.18,2650.45,0.007
-81471,83421,0.157,2651,0.006
-81562,83512,0.147,2651.55,0.006
-81660,83610,0.144,2652.1,0.006
-81760,83710,0.165,2652.65,0.006
-81847,83797,0.143,2653.2,0.005
-81948,83898,0.158,2653.75,0.006
-82039,83989,0.145,2654.3,0.005
-82139,84089,0.149,2654.85,0.006
-82237,84187,0.135,2655.4,0.005
-82344,84294,0.134,2655.95,0.005
-82453,84403,0.141,2656.5,0.005
-82557,84507,0.131,2657.05,0.005
-82669,84619,0.132,2657.6,0.005
-82779,84729,0.138,2658.15,0.005
-82886,84836,0.119,2658.7,0.004
-83010,84960,0.124,2659.25,0.005
-83130,85080,0.129,2659.8,0.005
-83244,85194,0.109,2660.35,0.004
-83380,85330,0.123,2660.9,0.005
-83501,85451,0.119,2661.45,0.004
-83625,85575,0.112,2662,0.004
-83758,85708,0.104,2662.55,0.004
-83902,85852,0.11,2663.1,0.004
-84038,85988,0.115,2663.65,0.004
-84168,86118,0.152,2664.2,0.006
-84267,86217,0.159,2664.75,0.006
-84362,86312,0.138,2665.3,0.005
-84472,86422,0.145,2665.85,0.005
-84577,86527,0.161,2666.4,0.006
-84671,86621,0.154,2666.95,0.006
-84770,86720,0.158,2667.5,0.006
-84866,86816,0.165,2668.05,0.006
-84959,86909,0.164,2668.6,0.006
-85052,87002,0.17,2669.15,0.006
-85143,87093,0.17,2669.7,0.006
-85233,87183,0.164,2670.25,0.006
-85328,87278,0.149,2670.8,0.005
-85431,87381,0.157,2671.35,0.006
-85530,87480,0.167,2671.9,0.006
-85623,87573,0.179,2672.45,0.006
-85710,87660,0.173,2673,0.006
-85800,87750,0.166,2673.55,0.006
-85894,87844,0.176,2674.1,0.006
-85983,87933,0.173,2674.65,0.006
-86074,88024,0.176,2675.2,0.006
-86163,88113,0.182,2675.75,0.006
-86250,88200,0.171,2676.3,0.006
-86343,88293,0.179,2676.85,0.006
-86432,88382,0.162,2677.4,0.006
-86529,88479,0.168,2677.95,0.006
-86624,88574,0.172,2678.5,0.006
-86717,88667,0.14,2679.05,0.005
-86832,88782,0.15,2679.6,0.005
-86939,88889,0.144,2680.15,0.005
-87051,89001,0.147,2680.7,0.005
-87160,89110,0.14,2681.25,0.005
-87275,89225,0.144,2681.8,0.005
-87387,89337,0.132,2682.35,0.004
-87510,89460,0.137,2682.9,0.005
-87629,89579,0.144,2683.45,0.005
-87742,89692,0.143,2684,0.005
-87856,89806,0.146,2684.55,0.005
-87968,89918,0.132,2685.1,0.004
-88093,90043,0.137,2685.65,0.005
-88213,90163,0.128,2686.2,0.004
-88341,90291,0.122,2686.75,0.004
-88477,90427,0.134,2687.3,0.004
-88601,90551,0.132,2687.85,0.004
-88726,90676,0.131,2688.4,0.004
-88853,90803,0.138,2688.95,0.005
-88974,90924,0.139,2689.5,0.005
-89095,91045,0.127,2690.05,0.004
-89227,91177,0.139,2690.6,0.005
-89348,91298,0.141,2691.15,0.005
-89467,91417,0.137,2691.7,0.004
-89590,91540,0.132,2692.25,0.004
-89719,91669,0.138,2692.8,0.004
-89842,91792,0.123,2693.35,0.004
-89980,91930,0.132,2693.9,0.004
-90109,92059,0.137,2694.45,0.004
-90234,92184,0.136,2695,0.004
-90359,92309,0.133,2695.55,0.004
-90488,92438,0.128,2696.1,0.004
-90623,92573,0.134,2696.65,0.004
-90752,92702,0.146,2697.2,0.005
-90870,92820,0.127,2697.75,0.004
-91007,92957,0.139,2698.3,0.004
-91131,93081,0.144,2698.85,0.005
-91252,93202,0.142,2699.4,0.004
-91375,93325,0.142,2699.95,0.004
-91499,93449,0.139,2700.5,0.004
-91625,93575,0.141,2701.05,0.004
-91750,93700,0.137,2701.6,0.004
-91878,93828,0.142,2702.15,0.004
-92002,93952,0.143,2702.7,0.004
-92126,94076,0.136,2703.25,0.004
-92256,94206,0.148,2703.8,0.005
-92376,94326,0.14,2704.35,0.004
-92504,94454,0.158,2704.9,0.005
-92617,94567,0.149,2705.45,0.005
-92737,94687,0.147,2706,0.004
-92860,94810,0.152,2706.55,0.005
-92978,94928,0.147,2707.1,0.004
-93100,95050,0.15,2707.65,0.005
-93221,95171,0.146,2708.2,0.004
-93345,95295,0.146,2708.75,0.004
-93469,95419,0.153,2709.3,0.005
-93588,95538,0.144,2709.85,0.004
-93715,95665,0.155,2710.4,0.005
-93833,95783,0.164,2710.95,0.005
-93945,95895,0.155,2711.5,0.005
-94064,96014,0.134,2712.05,0.004
-94202,96152,0.154,2712.6,0.005
-94322,96272,0.154,2713.15,0.005
-94442,96392,0.144,2713.7,0.004
-94571,96521,0.148,2714.25,0.004
-94697,96647,0.158,2714.8,0.005
-94815,96765,0.16,2715.35,0.005
-94932,96882,0.166,2715.9,0.005
-95045,96995,0.153,2716.45,0.004
-95167,97117,0.161,2717,0.005
-95285,97235,0.159,2717.55,0.005
-95404,97354,0.162,2718.1,0.005
-95521,97471,0.158,2718.65,0.005
-95641,97591,0.163,2719.2,0.005
-95758,97708,0.163,2719.75,0.005
-95875,97825,0.161,2720.3,0.005
-95994,97944,0.158,2720.85,0.005
-96115,98065,0.181,2721.4,0.005
-96221,98171,0.163,2721.95,0.005
-96340,98290,0.177,2722.5,0.005
-96449,98399,0.169,2723.05,0.005
-96563,98513,0.178,2723.6,0.005
-96673,98623,0.173,2724.15,0.005
-96785,98735,0.179,2724.7,0.005
-96894,98844,0.183,2725.25,0.005
-97001,98951,0.176,2725.8,0.005
-97113,99063,0.171,2726.35,0.005
-97228,99178,0.179,2726.9,0.005
-97338,99288,0.168,2727.45,0.005
-97456,99406,0.177,2728,0.005
-97568,99518,0.176,2728.55,0.005
-97681,99631,0.171,2729.1,0.005
-97798,99748,0.179,2729.65,0.005
-97910,99860,0.181,2730.2,0.005
-98020,99970,0.183,2730.75,0.005
-98130,100080,0.184,2731.3,0.005
-98239,100189,0.19,2731.85,0.005
-98346,100296,0.183,2732.4,0.005
-98456,100406,0.19,2732.95,0.005
-98563,100513,0.184,2733.5,0.005
-98674,100624,0.198,2734.05,0.005
-98777,100727,0.197,2734.6,0.005
-98881,100831,0.194,2735.15,0.005
-98986,100936,0.192,2735.7,0.005
-99094,101044,0.201,2736.25,0.005
-99196,101146,0.201,2736.8,0.005
-99299,101249,0.194,2737.35,0.005
-99405,101355,0.189,2737.9,0.005
-99515,101465,0.199,2738.45,0.005
-99620,101570,0.199,2739,0.005
-99725,101675,0.199,2739.55,0.005
-99830,101780,0.205,2740.1,0.005
-99933,101883,0.193,2740.65,0.005
-100042,101992,0.206,2741.2,0.005
-100144,102094,0.204,2741.75,0.005
-100248,102198,0.204,2742.3,0.005
-100352,102302,0.214,2742.85,0.006
-100451,102401,0.211,2743.4,0.005
-100553,102503,0.212,2743.95,0.005
-100654,102604,0.214,2744.5,0.005
-100754,102704,0.222,2745.05,0.006
-100851,102801,0.212,2745.6,0.005
-100953,102903,0.202,2746.15,0.005
-101060,103010,0.198,2746.7,0.005
-101169,103119,0.206,2747.25,0.005
-101275,103225,0.216,2747.8,0.005
-101376,103326,0.212,2748.35,0.005
-101479,103429,0.225,2748.9,0.006
-101577,103527,0.215,2749.45,0.005
-101679,103629,0.205,2750,0.005
-101786,103736,0.208,2750.55,0.005
-101893,103843,0.185,2751.1,0.005
-102013,103963,0.143,2751.65,0.004
-102168,104118,0.181,2752.2,0.004
-102292,104242,0.174,2752.75,0.004
-102420,104370,0.139,2753.3,0.003
-102581,104531,0.164,2753.85,0.004
-102719,104669,0.197,2754.4,0.005
-102833,104783,0.196,2754.95,0.005
-102948,104898,0.159,2755.5,0.004
-103091,105041,0.146,2756.05,0.004
-103246,105196,0.148,2756.6,0.004
-103401,105351,0.169,2757.15,0.004
-103535,105485,0.197,2757.7,0.005
-103652,105602,0.219,2758.25,0.005
-103757,105707,0.225,2758.8,0.005
-103859,105809,0.221,2759.35,0.005
-103964,105914,0.207,2759.9,0.005
-104076,106026,0.194,2760.45,0.005
-104196,106146,0.18,2761,0.004
-104325,106275,0.181,2761.55,0.004
-104455,106405,0.174,2762.1,0.004
-104590,106540,0.178,2762.65,0.004
-104722,106672,0.168,2763.2,0.004
-104862,106812,0.164,2763.75,0.004
-105007,106957,0.175,2764.3,0.004
-105142,107092,0.173,2764.85,0.004
-105280,107230,0.171,2765.4,0.004
-105419,107369,0.174,2765.95,0.004
-105557,107507,0.173,2766.5,0.004
-105695,107645,0.176,2767.05,0.004
-105832,107782,0.172,2767.6,0.004
-105972,107922,0.159,2768.15,0.004
-106124,108074,0.168,2768.7,0.004
-106268,108218,0.176,2769.25,0.004
-106406,108356,0.169,2769.8,0.004
-106551,108501,0.18,2770.35,0.004
-106687,108637,0.164,2770.9,0.004
-106836,108786,0.175,2771.45,0.004
-106977,108927,0.168,2772,0.004
-107124,109074,0.154,2772.55,0.003
-107285,109235,0.153,2773.1,0.003
-107447,109397,0.157,2773.65,0.003
-107606,109556,0.142,2774.2,0.003
-107782,109732,0.139,2774.75,0.003
-107963,109913,0.15,2775.3,0.003
-108130,110080,0.152,2775.85,0.003
-108297,110247,0.144,2776.4,0.003
-108472,110422,0.153,2776.95,0.003
-108638,110588,0.152,2777.5,0.003
-108806,110756,0.144,2778.05,0.003
-108983,110933,0.136,2778.6,0.003
-109172,111122,0.155,2779.15,0.003
-109337,111287,0.188,2779.7,0.004
-109475,111425,0.194,2780.25,0.004
-109608,111558,0.152,2780.8,0.003
-109779,111729,0.149,2781.35,0.003
-109953,111903,0.15,2781.9,0.003
-110127,112077,0.142,2782.45,0.003
-110312,112262,0.15,2783,0.003
-110487,112437,0.153,2783.55,0.003
-110658,112608,0.153,2784.1,0.003
-110831,112781,0.154,2784.65,0.003
-111002,112952,0.177,2785.2,0.004
-111152,113102,0.176,2785.75,0.004
-111304,113254,0.178,2786.3,0.004
-111455,113405,0.182,2786.85,0.004
-111601,113551,0.167,2787.4,0.003
-111762,113712,0.21,2787.95,0.004
-111890,113840,0.247,2788.5,0.005
-112000,113950,0.248,2789.05,0.005
-112110,114060,0.244,2789.6,0.005
-112221,114171,0.256,2790.15,0.005
-112328,114278,0.256,2790.7,0.005
-112434,114384,0.252,2791.25,0.005
-112543,114493,0.247,2791.8,0.005
-112655,114605,0.239,2792.35,0.005
-112771,114721,0.235,2792.9,0.005
-112889,114839,0.244,2793.45,0.005
-113003,114953,0.248,2794,0.005
-113116,115066,0.246,2794.55,0.005
-113230,115180,0.246,2795.1,0.005
-113344,115294,0.266,2795.65,0.005
-113450,115400,0.268,2796.2,0.005
-113555,115505,0.234,2796.75,0.005
-113677,115627,0.268,2797.3,0.005
-113783,115733,0.258,2797.85,0.005
-113894,115844,0.247,2798.4,0.005
-114010,115960,0.243,2798.95,0.005
-114128,116078,0.228,2799.5,0.004
-114254,116204,0.228,2800.05,0.004
-114381,116331,0.23,2800.6,0.004
-114507,116457,0.225,2801.15,0.004
-114637,116587,0.23,2801.7,0.004
-114764,116714,0.234,2802.25,0.004
-114889,116839,0.235,2802.8,0.004
-115014,116964,0.232,2803.35,0.004
-115141,117091,0.223,2803.9,0.004
-115274,117224,0.201,2804.45,0.004
-115421,117371,0.185,2805,0.003
-115583,117533,0.172,2805.55,0.003
-115756,117706,0.167,2806.1,0.003
-115935,117885,0.163,2806.65,0.003
-116120,118070,0.176,2807.2,0.003
-116292,118242,0.176,2807.75,0.003
-116464,118414,0.156,2808.3,0.003
-116659,118609,0.236,2808.85,0.004
-116788,118738,0.267,2809.4,0.005
-116903,118853,0.266,2809.95,0.005
-117018,118968,0.254,2810.5,0.005
-117139,119089,0.262,2811.05,0.005
-117257,119207,0.267,2811.6,0.005
-117374,119324,0.266,2812.15,0.005
-117491,119441,0.262,2812.7,0.005
-117610,119560,0.264,2813.25,0.005
-117728,119678,0.266,2813.8,0.005
-117846,119796,0.265,2814.35,0.005
-117966,119916,0.237,2814.9,0.004
-118099,120049,0.23,2815.45,0.004
-118237,120187,0.229,2816,0.004
-118376,120326,0.239,2816.55,0.004
-118510,120460,0.245,2817.1,0.004
-118640,120590,0.237,2817.65,0.004
-118776,120726,0.232,2818.2,0.004
-118916,120866,0.228,2818.75,0.004
-119058,121008,0.227,2819.3,0.004
-119201,121151,0.208,2819.85,0.003
-119358,121308,0.209,2820.4,0.004
-119515,121465,0.204,2820.95,0.003
-119676,121626,0.19,2821.5,0.003
-119849,121799,0.191,2822.05,0.003
-120023,121973,0.199,2822.6,0.003
-120190,122140,0.213,2823.15,0.004
-120347,122297,0.213,2823.7,0.004
-120503,122453,0.206,2824.25,0.003
-120667,122617,0.206,2824.8,0.003
-120830,122780,0.198,2825.35,0.003
-121002,122952,0.202,2825.9,0.003
-121169,123119,0.199,2826.45,0.003
-121340,123290,0.201,2827,0.003
-121511,123461,0.197,2827.55,0.003
-121685,123635,0.184,2828.1,0.003
-121872,123822,0.19,2828.65,0.003
-122054,124004,0.194,2829.2,0.003
-122233,124183,0.206,2829.75,0.003
-122401,124351,0.212,2830.3,0.003
-122566,124516,0.196,2830.85,0.003
-122745,124695,0.188,2831.4,0.003
-122931,124881,0.194,2831.95,0.003
-123113,125063,0.19,2832.5,0.003
-123300,125250,0.176,2833.05,0.003
-123502,125452,0.185,2833.6,0.003
-123695,125645,0.182,2834.15,0.003
-123892,125842,0.183,2834.7,0.003
-124088,126038,0.173,2835.25,0.003
-124297,126247,0.183,2835.8,0.003
-124495,126445,0.217,2836.35,0.003
-124663,126613,0.259,2836.9,0.004
-124804,126754,0.266,2837.45,0.004
-124942,126892,0.267,2838,0.004
-125080,127030,0.268,2838.55,0.004
-125218,127168,0.267,2839.1,0.004
-125357,127307,0.264,2839.65,0.004
-125498,127448,0.267,2840.2,0.004
-125637,127587,0.263,2840.75,0.004
-125780,127730,0.263,2841.3,0.004
-125923,127873,0.267,2841.85,0.004
-126065,128015,0.267,2842.4,0.004
-126207,128157,0.267,2842.95,0.004
-126350,128300,0.268,2843.5,0.004
-126493,128443,0.268,2844.05,0.004
-126636,128586,0.267,2844.6,0.004
-126780,128730,0.267,2845.15,0.004
-126925,128875,0.268,2845.7,0.004
-127070,129020,0.266,2846.25,0.004
-127217,129167,0.226,2846.8,0.003
-127390,129340,0.211,2847.35,0.003
-127577,129527,0.268,2847.9,0.004
-127724,129674,0.268,2848.45,0.004
-127872,129822,0.262,2849,0.004
-128023,129973,0.267,2849.55,0.004
-128173,130123,0.268,2850.1,0.004
-128323,130273,0.267,2850.65,0.004
-128474,130424,0.266,2851.2,0.004
-128625,130575,0.24,2851.75,0.003
-128794,130744,0.231,2852.3,0.003
-128971,130921,0.267,2852.85,0.004
-129124,131074,0.233,2853.4,0.003
-129300,131250,0.231,2853.95,0.003
-129479,131429,0.221,2854.5,0.003
-129666,131616,0.207,2855.05,0.003
-129867,131817,0.268,2855.6,0.004
-130023,131973,0.268,2856.15,0.004
-130180,132130,0.266,2856.7,0.003
-130338,132288,0.268,2857.25,0.003
-130496,132446,0.235,2857.8,0.003
-130677,132627,0.161,2858.35,0.002
-130941,132891,0.16,2858.9,0.002
-131209,133159,0.249,2859.45,0.003
-131382,133332,0.267,2860,0.003
-131543,133493,0.268,2860.55,0.003
-131705,133655,0.267,2861.1,0.003
-131868,133818,0.226,2861.65,0.003
-132062,134012,0.199,2862.2,0.002
-132282,134232,0.214,2862.75,0.003
-132488,134438,0.153,2863.3,0.002
-132778,134728,0.147,2863.85,0.002
-133081,135031,0.218,2864.4,0.003
-133286,135236,0.225,2864.95,0.003
-133485,135435,0.199,2865.5,0.002
-133711,135661,0.186,2866.05,0.002
-133954,135904,0.163,2866.6,0.002
-134233,136183,0.21,2867.15,0.003
-134451,136401,0.186,2867.7,0.002
-134697,136647,0.128,2868.25,0.002
-135057,137007,0.129,2868.8,0.002
-135415,137365,0.17,2869.35,0.002
-135689,137639,0.171,2869.9,0.002
-135962,137912,0.255,2870.45,0.003
-136146,138096,0.198,2871,0.002
-136383,138333,0.204,2871.55,0.002
-136615,138565,0.2,2872.1,0.002
-136853,138803,0.154,2872.65,0.002
-137163,139113,0.155,2873.2,0.002
-137472,139422,0.141,2873.75,0.002
-137814,139764,0.15,2874.3,0.002
-138136,140086,0.143,2874.85,0.002
-138475,140425,0.129,2875.4,0.001
-138855,140805,0.126,2875.95,0.001
-139244,141194,0.136,2876.5,0.002
-139607,141557,0.119,2877.05,0.001
-140022,141972,0.122,2877.6,0.001
-140429,142379,0.125,2878.15,0.001
-140828,142778,0.153,2878.7,0.002
-141155,143105,0.137,2879.25,0.001
-141522,143472,0.144,2879.8,0.002
-141873,143823,0.138,2880.35,0.001
-142241,144191,0.139,2880.9,0.002
-142607,144557,0.14,2881.45,0.002
-142973,144923,0.097,2882,0.001
-143504,145454,0.107,2882.55,0.001
-143990,145940,0.119,2883.1,0.001
-144429,146379,0.116,2883.65,0.001
-144881,146831,0.098,2884.2,0.001
-145418,147368,0.118,2884.75,0.001
-145865,147815,0.117,2885.3,0.001
-146318,148268,0.116,2885.85,0.001
-146776,148726,0.122,2886.4,0.001
-147215,149165,0.111,2886.95,0.001
-147702,149652,0.113,2887.5,0.001
-148179,150129,0.118,2888.05,0.001
-148642,150592,0.132,2888.6,0.001
-149058,151008,0.126,2889.15,0.001
-149493,151443,0.128,2889.7,0.001
-149924,151874,0.132,2890.25,0.001
-150344,152294,0.137,2890.8,0.001
-150752,152702,0.129,2891.35,0.001
-151186,153136,0.131,2891.9,0.001
-151617,153567,0.136,2892.45,0.001
-152033,153983,0.201,2893,0.002
-152317,154267,0.127,2893.55,0.001
-152768,154718,0.124,2894.1,0.001
-153232,155182,0.115,2894.65,0.001
-153733,155683,0.136,2895.2,0.001
-154162,156112,0.143,2895.75,0.001
-154569,156519,0.14,2896.3,0.001
-154990,156940,0.111,2896.85,0.001
-155519,157469,0.113,2897.4,0.001
-156043,157993,0.125,2897.95,0.001
-156522,158472,0.203,2898.5,0.002
-156817,158767,0.13,2899.05,0.001
-157281,159231,0.13,2899.6,0.001
-157747,159697,0.136,2900.15,0.001
-158196,160146,0.118,2900.7,0.001
-158716,160666,0.125,2901.25,0.001
-159207,161157,0.12,2901.8,0.001
-159721,161671,0.131,2902.35,0.001
-160197,162147,0.161,2902.9,0.001
-160584,162534,0.151,2903.45,0.001
-161001,162951,0.132,2904,0.001
-161482,163432,0.145,2904.55,0.001
-161921,163871,0.138,2905.1,0.001
-162386,164336,0.167,2905.65,0.001
-162770,164720,0.183,2906.2,0.002
-163123,165073,0.172,2906.75,0.001
-163501,165451,0.187,2907.3,0.002
-163850,165800,0.173,2907.85,0.001
-164230,166180,0.149,2908.4,0.001
